uid,lat_fixed,lon_fixed,date,sat_date,abun,sensor,B2,B3,B4,B5,NDCI,NDWI
riyk,39.03917555415862,-95.69083710360091,20191021,2019-10-17,12.914999961853027,S2,260,389,410,367,-0.055341054,-0.365416
vncs,39.03917555415862,-95.69083710360091,20180314,2018-03-21,6.559999942779541,S2,326,439,383,367,-0.021333333,0.14025974
wyjr,39.03917555415862,-95.69083710360091,20180426,2018-05-05,6.296999931335449,S2,500,659,632,653,0.016342413,-0.2785988
bilt,37.54600097540173,-121.95500027671082,20150206,NONE,0.3310000002384186,NONE,0,,,,0,0
rxxp,34.78239729281074,-120.52899759622305,20210421,2021-04-16,0.0,S2,954,1050,1213,1286,0.029211685,-0.2018244
solv,36.98179983731133,-120.22099856825943,20130212,NONE,12.791000366210938,NONE,0,,,,0,0
fnkp,37.88169993910935,-121.24899972512085,20140211,NONE,1.5694999694824219,NONE,0,,,,0,0
mbiv,37.82080199602244,-121.49999806431826,20140128,2014-01-22,14.595499992370605,L8,9800,10643,11406,13748,0.09310646,-0.12730105
cont,37.48059934025084,-121.03099873371893,20130212,NONE,0.0,NONE,0,,,,0,0
brpt,34.955200835934924,-120.48699732340066,20200928,2020-10-03,0.0,S2,1365,1480,1606,1793,0.055016182,-0.2239119
wnqv,36.87540122707506,-121.56099856672942,20211213,2021-12-10,12.0,S2,435,556,709,788,0.052772213,-0.29531053
pzdn,41.377265059623475,-72.31362080732136,20190709,2019-07-12,8.002799987792969,S2,1042,1008,881,1098,0.10965134,-0.36323437
aqjj,41.955298329181666,-73.44480110345845,20191104,2019-11-02,5.8968000411987305,S2,89,127,45,31,-0.18421052,0.70469797
jexg,41.955298329181666,-73.44480110345845,20200722,2020-07-19,3.3696000576019287,S2,630,700,575,603,0.0237691,0.14660114
kwhr,41.955298329181666,-73.44480110345845,20160519,2016-05-28,0.0,S2,431,401,277,303,0.044827588,0.14082503
pnjm,41.955298329181666,-73.44480110345845,20201110,2020-11-06,7.792200088500977,S2,95,156,80,63,-0.11888112,0.6956522
xqrh,41.955298329181666,-73.44480110345845,20211102,2021-11-06,19.164600372314453,S2,78,80,26,18,-0.18181819,1.0
copu,41.914109612750984,-72.70471964251698,20190909,2019-09-15,11.793600082397461,L8,7736,8596,8147,11181,0.15697433,-0.13070738
igqc,41.56685265911284,-71.87885399550933,20190723,2019-07-19,18.95400047302246,S2,161,239,203,460,0.38763198,-0.28656715
drca,41.343442778133095,-73.12438793816204,20180917,NONE,15.163200378417969,NONE,0,,,,0,0
spmf,41.343442778133095,-73.12438793816204,20180827,2018-08-26,9.47700023651123,S2,633,664,631,850,0.14787306,-0.25975475
ywmf,41.343442778133095,-73.12438793816204,20190826,2019-08-26,1.4742000102996826,S2,275,320,281,279,-0.0035714286,0.04918033
zgdc,41.343442778133095,-73.12438793816204,20210816,2021-08-25,14.95259952545166,S2,381,403,352,458,0.1308642,0.032010242
ayrx,41.707666611279606,-73.38296229004926,20180710,2018-07-07,6.94980001449585,S2,169,224,171,282,0.24503312,-0.19279279
fxjj,41.707666611279606,-73.38296229004926,20190625,2019-06-22,1.0529999732971191,S2,291,360,273,423,0.21551724,-0.2429022
hkoo,41.707666611279606,-73.38296229004926,20170831,2017-08-26,17.690399169921875,S2,3530,3546,3472,3942,0.06339358,-0.22074497
hpzr,41.707666611279606,-73.38296229004926,20190716,2019-07-07,10.951199531555176,S2,476,400,312,350,0.057401814,0.01010101
hudt,41.707666611279606,-73.38296229004926,20150804,2015-08-02,2.9484000205993652,S2,210,260,174,280,0.23348017,-0.2991914
ilnk,41.707666611279606,-73.38296229004926,20190806,2019-07-27,14.320799827575684,S2,466,425,296,404,0.15428571,-0.08700322
qpjw,41.707666611279606,-73.38296229004926,20190723,2019-07-27,17.479799270629883,S2,466,425,296,404,0.15428571,-0.08700322
vtvl,41.707666611279606,-73.38296229004926,20170720,NONE,10.3193998336792,NONE,0,,,,0,0
wcsl,41.707666611279606,-73.38296229004926,20190618,2019-06-22,14.95259952545166,S2,291,360,273,423,0.21551724,-0.2429022
apwq,41.697709438627264,-73.28028702919262,20170831,2017-08-26,9.266400337219238,S2,411,409,265,326,0.10321489,-0.13985279
cbmx,41.697709438627264,-73.28028702919262,20170720,NONE,15.584400177001953,NONE,0,,,,0,0
cofr,41.697709438627264,-73.28028702919262,20150714,NONE,8.002799987792969,NONE,0,,,,0,0
edqh,41.697709438627264,-73.28028702919262,20180724,NONE,6.317999839782715,NONE,0,,,,0,0
ghpb,41.697709438627264,-73.28028702919262,20150901,2015-09-01,16.21619987487793,S2,386,410,247,246,-0.0020283975,0.25574273
idrd,41.697709438627264,-73.28028702919262,20190625,2019-06-22,0.6317999958992004,S2,277,343,234,238,0.008474576,0.10289389
jlhc,41.697709438627264,-73.28028702919262,20190618,2019-06-22,4.211999893188477,S2,277,343,234,238,0.008474576,0.10289389
mgxt,41.697709438627264,-73.28028702919262,20170810,2017-08-01,10.529999732971191,S2,259,273,173,156,-0.051671732,0.34152335
nhqn,41.697709438627264,-73.28028702919262,20190709,2019-07-07,7.160399913787842,S2,1233,1055,834,908,0.04247991,-0.062222224
oezq,41.697709438627264,-73.28028702919262,20150825,2015-09-01,8.002799987792969,S2,386,410,247,246,-0.0020283975,0.25574273
owmb,41.697709438627264,-73.28028702919262,20160830,2016-08-28,0.0,L8,8682,9850,9770,11701,0.08993526,-0.08588929
pskh,41.697709438627264,-73.28028702919262,20180814,2018-08-16,6.94980001449585,S2,842,757,588,606,0.015075377,0.481409
rdnj,41.697709438627264,-73.28028702919262,20190813,2019-08-16,3.1589999198913574,S2,326,316,229,247,0.037815128,-0.11484594
sqxv,41.697709438627264,-73.28028702919262,20190730,2019-07-27,7.370999813079834,S2,547,510,336,326,-0.01510574,0.1778291
vmec,41.697709438627264,-73.28028702919262,20190806,2019-07-27,3.1589999198913574,S2,547,510,336,326,-0.01510574,0.1778291
wojn,41.697709438627264,-73.28028702919262,20170817,2017-08-26,0.0,S2,411,409,265,326,0.10321489,-0.13985279
ysqh,41.697709438627264,-73.28028702919262,20150811,2015-08-02,3.580199956893921,S2,2848,2787,2347,4084,0.27009797,-0.27374592
xpmm,41.69982751162765,-73.2208159984428,20160505,2016-04-28,8.48717975616455,S2,89,129,87,69,-0.115384616,0.50877196
krgi,41.51150183773642,-73.47279979897303,20160512,2016-05-18,6.160049915313721,S2,1186,1440,1324,1733,0.1337913,-0.24627061
souq,41.51150183773642,-73.47279979897303,20150604,2015-06-07,0.0,L8,8535,9868,9707,11497,0.084418036,-0.076246195
psdt,41.56536777846205,-71.88269328151634,20190723,2019-07-19,13.478400230407715,S2,157,230,163,368,0.38606402,-0.47126436
ywvv,41.812112135254466,-72.42635134105352,20200527,2020-05-27,6.94980001449585,S2,244,269,281,356,0.1177394,-0.028880866
dyqu,41.37283271317636,-72.32223133145557,20190709,2019-07-12,9.266400337219238,S2,357,557,325,871,0.45652175,-0.7059134
hvve,41.37283271317636,-72.32223133145557,20190717,2019-07-12,2.9484000205993652,S2,357,557,325,871,0.45652175,-0.7059134
rkka,41.89215299916383,-73.14610376029232,20150727,2015-08-03,0.0,L8,7782,7948,7641,7920,0.017929439,0.0017645576
puhx,41.950669782288195,-73.46560280987278,20170725,2017-07-30,0.0,S2,552,579,397,443,0.054761905,-0.30492195
gkbw,41.5828429954905,-71.92884051831845,20190821,2019-08-11,12.425399780273438,S2,239,353,306,556,0.2900232,-0.46515152
blwy,41.50800144340947,-71.87500133219915,20180724,2018-07-19,0.6317999958992004,S2,163,92,75,62,-0.09489051,1.0
hrvz,41.819465192891606,-72.4233548251456,20200527,2020-05-27,19.585800170898438,S2,371,712,438,1012,0.39586207,-0.5964863
yvkj,41.819465192891606,-72.4233548251456,20200523,2020-05-27,18.95400047302246,S2,371,712,438,1012,0.39586207,-0.5964863
lupn,41.566379994401174,-71.87879156809457,20190913,2019-09-22,0.0,S2,688,844,1024,931,-0.047570333,-0.2313297
rwtg,41.537279900926386,-73.48315383161913,20150604,2015-06-07,6.107399940490723,L8,8521,9194,8848,11123,0.113915175,-0.09494512
ubij,41.834871387031264,-73.14888178024862,20150716,NONE,1.895400047302246,NONE,0,,,,0,0
aoxm,41.51217070289444,-73.47616642026838,20170817,2017-08-16,1.4742000102996826,S2,426,431,408,437,0.034319527,-0.05170517
ceyg,41.51217070289444,-73.47616642026838,20180807,2018-08-16,6.107399940490723,S2,946,1218,1377,1555,0.060709413,-0.104411766
dttn,41.51217070289444,-73.47616642026838,20190820,2019-08-19,1.0529999732971191,S2,961,1295,1501,1712,0.065670714,-0.14153132
edjb,41.51217070289444,-73.47616642026838,20180731,2018-08-09,15.163200378417969,S2,2291,2287,2104,2370,0.059454627,-0.16150321
fhwr,41.51217070289444,-73.47616642026838,20170824,2017-08-16,1.4742000102996826,S2,426,431,408,437,0.034319527,-0.05170517
fxvd,41.51217070289444,-73.47616642026838,20190827,2019-08-19,18.95400047302246,S2,961,1295,1501,1712,0.065670714,-0.14153132
fxwp,41.51217070289444,-73.47616642026838,20190730,2019-07-30,13.478400230407715,S2,1306,1748,2080,2312,0.052823316,-0.12204922
fzzf,41.51217070289444,-73.47616642026838,20160726,2016-07-20,13.689000129699707,S2,1521,2081,2458,2653,0.038153004,-0.13615608
iapq,41.51217070289444,-73.47616642026838,20150630,NONE,8.845199584960938,NONE,0,,,,0,0
ilpm,41.51217070289444,-73.47616642026838,20150811,2015-08-02,10.108799934387207,S2,1338,1793,2123,2283,0.03631412,-0.12193927
jkbm,41.51217070289444,-73.47616642026838,20170810,2017-08-16,6.528600215911865,S2,426,431,408,437,0.034319527,-0.05170517
lpok,41.51217070289444,-73.47616642026838,20210727,2021-07-31,5.686200141906738,S2,1321,1776,2091,2235,0.0332871,-0.1724138
mzmp,41.51217070289444,-73.47616642026838,20180728,2018-07-20,15.373800277709961,S2,442,470,447,450,0.0033444816,-0.024896266
numt,41.51217070289444,-73.47616642026838,20180717,2018-07-07,15.163200378417969,S2,1101,1526,1759,1924,0.044800434,-0.12525079
ozyb,41.51217070289444,-73.47616642026838,20150825,2015-09-01,4.211999893188477,S2,1801,2342,2802,3011,0.035953898,-0.16431758
peib,41.51217070289444,-73.47616642026838,20180710,2018-07-07,5.686200141906738,S2,1101,1526,1759,1924,0.044800434,-0.12525079
phkn,41.51217070289444,-73.47616642026838,20170831,2017-08-26,13.8996000289917,S2,1350,1777,2084,2197,0.026395703,-0.21406457
pkxd,41.51217070289444,-73.47616642026838,20150608,2015-06-07,2.1059999465942383,L8,8070,9109,8884,9998,0.05899799,-0.04652745
qiyd,41.51217070289444,-73.47616642026838,20190716,2019-07-25,12.214799880981445,S2,1280,1663,1919,2144,0.0553778,-0.17795354
rnwa,41.51217070289444,-73.47616642026838,20150901,2015-09-01,14.110199928283691,S2,1801,2342,2802,3011,0.035953898,-0.16431758
rzaz,41.51217070289444,-73.47616642026838,20180814,2018-08-16,0.6317999958992004,S2,946,1218,1377,1555,0.060709413,-0.104411766
sblw,41.51217070289444,-73.47616642026838,20160830,2016-08-29,2.737799882888794,S2,1585,2143,2600,2761,0.03003171,-0.15162311
srzc,41.51217070289444,-73.47616642026838,20150714,NONE,0.0,NONE,0,,,,0,0
szuw,41.51217070289444,-73.47616642026838,20170803,2017-08-01,4.422599792480469,S2,1137,1574,1848,2079,0.05882353,-0.117713004
vmcy,41.51217070289444,-73.47616642026838,20190806,2019-08-11,17.479799270629883,S2,1517,2025,2378,2447,0.014300518,-0.13480026
vsvx,41.51217070289444,-73.47616642026838,20190709,2019-07-15,7.370999813079834,S2,1570,2119,2522,2692,0.032604527,-0.15979381
wart,41.51217070289444,-73.47616642026838,20190813,2019-08-19,2.9484000205993652,S2,961,1295,1501,1712,0.065670714,-0.14153132
wdda,41.51217070289444,-73.47616642026838,20180821,2018-08-24,1.895400047302246,S2,796,1074,1256,1358,0.039020658,-0.14524473
xrrm,41.51217070289444,-73.47616642026838,20180828,2018-08-24,9.898200035095215,S2,796,1074,1256,1358,0.039020658,-0.14524473
yslv,41.51217070289444,-73.47616642026838,20150707,NONE,0.0,NONE,0,,,,0,0
zrlg,41.51217070289444,-73.47616642026838,20180724,2018-07-20,12.214799880981445,S2,442,470,447,450,0.0033444816,-0.024896266
zsmo,41.51217070289444,-73.47616642026838,20190723,2019-07-30,8.634599685668945,S2,1306,1748,2080,2312,0.052823316,-0.12204922
vmgb,41.344298925535355,-73.12490073478318,20150826,2015-09-01,3.1589999198913574,S2,744,998,1061,1342,0.11693716,-0.4688664
etmk,41.798302299291954,-72.42858980978235,20150714,2015-07-11,7.581600189208984,L8,7732,8160,7777,9022,0.07411155,-0.050168782
fczm,41.798302299291954,-72.42858980978235,20170810,2017-08-06,18.95400047302246,S2,488,564,527,651,0.10526316,-0.38828632
kvbw,41.798302299291954,-72.42858980978235,20180807,2018-08-16,9.47700023651123,S2,687,744,598,800,0.14449213,-0.2951208
ndzc,41.798302299291954,-72.42858980978235,20150707,2015-07-11,1.895400047302246,L8,7732,8160,7777,9022,0.07411155,-0.050168782
pnin,41.798302299291954,-72.42858980978235,20150630,2015-06-25,4.633200168609619,L8,7470,7960,7664,9876,0.12611175,-0.10742319
sxgf,41.57770165197587,-71.79090268633115,20190801,2019-07-29,14.741999626159668,S2,1127,1411,1629,2070,0.11922141,-0.21129122
cslh,41.40908074563982,-72.52543702556214,20150803,2015-08-02,12.004199981689453,S2,70,124,106,76,-0.16483517,-0.10144927
lolp,41.40908074563982,-72.52543702556214,20150720,2015-07-11,2.9484000205993652,L8,7743,8188,8296,8871,0.033494495,-0.040037517
mily,41.40908074563982,-72.52543702556214,20150713,2015-07-11,9.055800437927246,L8,7743,8188,8296,8871,0.033494495,-0.040037517
nkzs,41.40908074563982,-72.52543702556214,20150629,2015-06-25,0.0,L8,7993,8361,8174,10067,0.10377721,-0.09257651
ovbu,41.40908074563982,-72.52543702556214,20150831,2015-09-01,6.107399940490723,S2,329,393,332,473,0.17515528,-0.34879866
ugbd,41.40908074563982,-72.52543702556214,20150810,2015-08-02,7.370999813079834,S2,70,124,106,76,-0.16483517,-0.10144927
zjqu,41.40908074563982,-72.52543702556214,20170809,2017-08-01,14.039999961853027,S2,219,323,276,558,0.3381295,-0.374031
wrcj,41.76531832879961,-72.30949613884691,20190725,2019-07-27,2.3166000843048096,S2,933,796,549,681,0.107317075,-0.28061455
lmht,41.524517953711424,-72.74313479809241,20180822,2018-08-16,17.26919937133789,S2,2662,2624,2432,2768,0.064615384,-0.22891566
akcy,41.86892554177643,-73.09770021835716,20180927,2018-10-05,9.47700023651123,S2,0,15,13,0,-1.0,0.25
evem,41.424143588998355,-73.20693481686344,20180716,2018-07-07,6.94980001449585,S2,163,172,162,176,0.041420117,-0.077747986
jpyd,41.424143588998355,-73.20693481686344,20170802,2017-08-01,4.633200168609619,S2,174,181,126,171,0.15151516,0.008356546
knqs,41.424143588998355,-73.20693481686344,20180723,NONE,8.213399887084961,NONE,0,,,,0,0
nryl,41.424143588998355,-73.20693481686344,20170719,NONE,1.0529999732971191,NONE,0,,,,0,0
reah,41.424143588998355,-73.20693481686344,20150629,NONE,0.4212000072002411,NONE,0,,,,0,0
rpha,41.424143588998355,-73.20693481686344,20150720,NONE,9.687600135803223,NONE,0,,,,0,0
gnpt,41.39000025223213,-72.69799977722944,20180410,2018-04-08,0.6317999958992004,S2,113,152,112,100,-0.056603774,0.32751092
zizr,41.39000025223213,-72.69799977722944,20180821,2018-08-16,10.108799934387207,S2,418,454,314,327,0.020280812,0.45047924
gmlv,41.50156696058934,-72.22473308692196,20150714,2015-07-11,0.0,L8,8940,10313,10689,11396,0.03201268,-0.049887143
gtjo,41.50156696058934,-72.22473308692196,20150818,2015-08-12,7.581600189208984,L8,8592,9584,9862,10294,0.021432824,-0.03571788
hvth,41.50156696058934,-72.22473308692196,20190806,2019-08-11,9.47700023651123,S2,432,537,482,467,-0.015806112,0.14376996
hxaf,41.50156696058934,-72.22473308692196,20180626,2018-07-02,6.037199974060059,S2,396,412,319,305,-0.022435898,0.18731989
hyxh,41.50156696058934,-72.22473308692196,20150901,2015-09-01,8.423999786376953,S2,491,770,781,898,0.069684334,0.11111111
jxti,41.50156696058934,-72.22473308692196,20170817,2017-08-16,0.0,S2,417,456,430,434,0.0046296297,0.14861462
lkcy,41.50156696058934,-72.22473308692196,20190730,2019-07-27,8.423999786376953,S2,496,664,533,555,0.020220589,0.27815208
lpnx,41.50156696058934,-72.22473308692196,20170824,2017-08-31,0.6317999958992004,S2,235,300,248,282,0.064150944,0.28755364
osxi,41.50156696058934,-72.22473308692196,20150825,2015-09-01,8.845199584960938,S2,491,770,781,898,0.069684334,0.11111111
pkag,41.50156696058934,-72.22473308692196,20170803,2017-08-01,6.94980001449585,S2,291,367,319,261,-0.1,0.24196278
qwhe,41.50156696058934,-72.22473308692196,20190716,2019-07-12,14.741999626159668,S2,946,1239,1237,1319,0.032081377,0.21828909
rkyu,41.50156696058934,-72.22473308692196,20150721,2015-07-11,12.214799880981445,L8,8940,10313,10689,11396,0.03201268,-0.049887143
vtta,41.50156696058934,-72.22473308692196,20180627,2018-07-02,4.211999893188477,S2,396,412,319,305,-0.022435898,0.18731989
whyy,41.50156696058934,-72.22473308692196,20170727,2017-08-01,7.370999813079834,S2,291,367,319,261,-0.1,0.24196278
yvbf,41.50156696058934,-72.22473308692196,20180731,2018-07-27,17.0585994720459,S2,8036,7780,7362,8023,0.042963926,-0.026648317
kkho,41.70922283754725,-72.33773562581838,20200623,2020-06-16,19.79640007019043,S2,438,582,498,642,0.12631579,-0.3670473
hrfr,41.99280382814221,-72.13099832367747,20180719,2018-07-12,1.4742000102996826,S2,158,125,91,80,-0.064327486,-0.16107382
ijyc,41.490909709071595,-72.41104324713703,20180913,2018-09-05,6.528600215911865,S2,822,738,641,638,-0.0023455825,0.1770335
rund,41.51620173024675,-71.97470237265314,20190723,2019-07-19,5.475599765777588,S2,137,135,73,54,-0.1496063,0.94244605
vemb,41.530568953840955,-71.80975130648407,20190806,2019-07-29,11.372400283813477,S2,205,180,144,191,0.1402985,-0.124087594
duxb,41.69942173343179,-73.27969396875251,20150702,NONE,9.47700023651123,NONE,0,,,,0,0
nqsu,41.77506592370244,-72.33380269868924,20190725,2019-07-27,3.1589999198913574,S2,1461,1290,1050,1143,0.04240766,0.08266891
uexz,41.81975503446008,-72.42273501009917,20200527,2020-05-27,5.475599765777588,S2,763,920,936,1116,0.0877193,-0.31471136
szdw,41.50360031066972,-72.40709694270474,20180913,2018-09-05,1.0529999732971191,S2,833,826,741,749,0.0053691277,0.08612755
cltt,41.67643952660233,-73.14486858930051,20170814,2017-08-16,0.0,S2,268,225,175,160,-0.04477612,0.3392857
cuud,41.386999277223154,-73.17600203285569,20170822,2017-08-16,15.584400177001953,S2,253,307,174,209,0.091383815,0.5427136
ucsr,41.697829834355716,-73.37084245338599,20160526,2016-05-18,0.0,S2,161,212,123,101,-0.09821428,0.73770493
tepz,41.80884361418229,-72.4249065923122,20200527,2020-05-27,0.0,S2,182,202,168,207,0.104,-0.13118279
kote,42.02529729751867,-73.38289540353345,20180426,2018-05-01,2.737799882888794,S2,469,520,452,490,0.040339705,0.08559499
odqh,42.02529729751867,-73.38289540353345,20160804,2016-08-09,15.795000076293945,S2,139,146,55,52,-0.028037382,0.5208333
tvju,42.02529729751867,-73.38289540353345,20180919,NONE,13.8996000289917,NONE,0,,,,0,0
vqht,41.51448943544223,-72.4233637433477,20180913,2018-09-05,0.6317999958992004,S2,332,281,197,189,-0.020725388,0.16597511
dklv,41.87702326928948,-73.04305393494718,20190718,2019-07-27,1.0529999732971191,S2,725,584,407,409,0.0024509805,0.24520256
afje,41.80086182329663,-73.24929181777011,20200825,2020-08-20,6.528600215911865,S2,164,149,88,74,-0.086419754,0.83950615
rxha,41.92262203666202,-72.21929744273781,20170914,2017-09-15,0.8424000144004822,S2,1133,1517,1556,1981,0.12015833,-0.2666183
yqod,41.35999942034454,-72.3010015513401,20180724,2018-07-27,0.6317999958992004,S2,273,256,182,178,-0.011111111,0.19347319
ctta,41.55804147543123,-71.88815122120576,20190723,2019-07-19,6.94980001449585,S2,147,199,170,261,0.21113689,-0.08715596
dpnd,41.558237675877585,-71.88680457268762,20190913,2019-09-22,0.0,S2,305,407,352,690,0.3243762,-0.6110846
gizr,41.558237675877585,-71.88680457268762,20190801,2019-07-29,19.79640007019043,S2,363,478,372,675,0.28939828,-0.522
yhkf,41.558237675877585,-71.88680457268762,20190822,2019-08-26,13.267800331115723,S2,4401,4165,3975,4339,0.043781575,-0.13020779
